Title,Speaker,Moderator,Description,Date Start,Time Start,Date End,Time End,Location,Room,TimeZoneBlock,Categories,UID,EVENTID
Stress sensitivity as a predictor of long-term vulnerability versus stress resilience,"Florin Dolcos, Indira Tendolkar, Shaozheng Quin, Fleur Duyser",Indira Tendolkar,,20210625,151000,20210625,160000,symposiumhall4,Symposium Hall 4,Africa/Americas/Europe,Symposium,59786410-aeb4-11eb-aa13-1e00b921e125,d97d01e4cca911ebab27
How can scientists respond to the climate emergency? A guide from the SEA SIG,"Charlotte Rae, Anne Urai, Adam Aron, Clare Kelly",Charlotte Rae,,20210625,151000,20210625,160000,mainauditorium,Main Auditorium,Africa/Americas/Europe,Symposium,59786a82-aeb4-11eb-900a-1e00b921e125,d97d5deccca911ebb022
"Perception, Attention and Motor Behavior",Poster Presenters,,,20210625,160000,20210625,170000,posterhall,Poster Hall,Africa/Americas/Europe,Posters,597b14b4-aeb4-11eb-9f28-1e00b921e125,d97dba3acca911eba41d
Modeling and Analysis - Connectivity,Poster Presenters,,,20210625,160000,20210625,170000,posterhall,Poster Hall,Africa/Americas/Europe,Posters,597b1c46-aeb4-11eb-aa44-1e00b921e125,d97e1662cca911ebb245
"Physiology, Metabolism and Neurotransmission",Poster Presenters,,,20210625,160000,20210625,170000,posterhall,Poster Hall,Africa/Americas/Europe,Posters,597b23c6-aeb4-11eb-9665-1e00b921e125,d97e72b8cca911ebb17a
Novel Imaging Acquisition Methods,Poster Presenters,,,20210625,160000,20210625,170000,posterhall,Poster Hall,Africa/Americas/Europe,Posters,597b2b5a-aeb4-11eb-8bda-1e00b921e125,d97ece5ccca911eb9512
"Perception, Attention and Motor Behavior",TBD,,,20210625,160000,20210625,163000,posterhighlights1,Poster Highlights Room 1,Africa/Americas/Europe,Poster Highlights,59793480-aeb4-11eb-9d0a-1e00b921e125,d97f2a00cca911ebb125
Modeling and Analysis - Connectivity,TBD,,,20210625,160000,20210625,163000,posterhighlights2,Poster Highlights Room 2,Africa/Americas/Europe,Poster Highlights,59793b2e-aeb4-11eb-8346-1e00b921e125,d97f863acca911ebbe8c
"Physiology, Metabolism and Neurotransmission",TBD,,,20210625,160000,20210625,163000,posterhighlights3,Poster Highlights Room 3,Africa/Americas/Europe,Poster Highlights,597941be-aeb4-11eb-abd1-1e00b921e125,d97fe24ccca911ebaf34
Novel Imaging Acquisition Methods,TBD,,,20210625,160000,20210625,163000,posterhighlights4,Poster Highlights Room 4,Africa/Americas/Europe,Poster Highlights,59794876-aeb4-11eb-9e69-1e00b921e125,d980400ccca911eb8481
Closing Session,TBA,,,20210625,170000,20210625,180000,mainauditorium,Main Auditorium,Africa/Americas/Europe,Announcements,597d0f92-aeb4-11eb-8e44-1e00b921e125,d9809bf6cca911eb8bdf
Announcements,Aina Puce,,Announcement of new OHBM leadership,20210625,220000,20210625,221000,mainauditorium,Main Auditorium,Americas/Asia/Australia,Announcements,597d6a9e-aeb4-11eb-aa94-1e00b921e125,d980f808cca911ebb2cb
Neurodevelopment of the Association Cortices: Normative Patterns and Implications for Psychopathology,Ted Satterthwaite,Emily Finn,,20210625,221000,20210625,230000,mainauditorium,Main Auditorium,Americas/Asia/Australia,Keynote,5976f8b4-aeb4-11eb-962f-1e00b921e125,d98154f6cca911eb80a8
"Communication in brain networks: models, mechanisms, and applications",TBA,TBA,,20210625,231000,20210626,0,symposiumhall1,Symposium Hall 1,Americas/Asia/Australia,Symposium,5978b034-aeb4-11eb-8e9b-1e00b921e125,d981b146cca911ebba68
Innovations in Multimodal Data Fusion and Data-Driven Discovery in Population Neuroimaging,TBA,TBA,,20210625,231000,20210626,0,symposiumhall2,Symposium Hall 2,Americas/Asia/Australia,Symposium,5978b6c2-aeb4-11eb-971d-1e00b921e125,d9820dcccca911eb8475
Emerging research in infant neuroimaging: a Fit'ng overview,TBA,TBA,,20210625,231000,20210626,0,symposiumhall3,Symposium Hall 3,Americas/Asia/Australia,Symposium,5978bd48-aeb4-11eb-a168-1e00b921e125,d9826a4ccca911eb9887
Spatio-temporal brain dynamics across consciousness levels in clinical and healthy populations,TBA,TBA,,20210625,231000,20210626,0,symposiumhall4,Symposium Hall 4,Americas/Asia/Australia,Symposium,5978c3cc-aeb4-11eb-8636-1e00b921e125,d982c668cca911eb8d7e
Higher Cognitive Functions,Poster Presenters,,,20210626,0,20210626,10000,posterhall,Poster Hall,Americas/Asia/Australia,Posters,597bbe58-aeb4-11eb-9d13-1e00b921e125,d98322aecca911eb90ab
Modeling and Analysis - Activation,Poster Presenters,,,20210626,0,20210626,10000,posterhall,Poster Hall,Americas/Asia/Australia,Posters,597bc66e-aeb4-11eb-81aa-1e00b921e125,d9837efacca911eba6aa
Disorders of the Nervous System - Psychiatric,Poster Presenters,,,20210626,0,20210626,10000,posterhall,Poster Hall,Americas/Asia/Australia,Posters,597bcf92-aeb4-11eb-81bc-1e00b921e125,d983dbc2cca911eb9c23
Brain Stimulation,Poster Presenters,,,20210626,0,20210626,10000,posterhall,Poster Hall,Americas/Asia/Australia,Posters,597bdc62-aeb4-11eb-afb4-1e00b921e125,d9843862cca911eb941e
Higher Cognitive Functions,TBD,,,20210626,0,20210626,3000,posterhighlights1,Poster Highlights Room 1,Americas/Asia/Australia,Poster Highlights,5979be28-aeb4-11eb-b8ed-1e00b921e125,d98494e2cca911eb9dae
Modeling and Analysis - Activation,TBD,,,20210626,0,20210626,3000,posterhighlights2,Poster Highlights Room 2,Americas/Asia/Australia,Poster Highlights,5979c56c-aeb4-11eb-98a0-1e00b921e125,d984f188cca911eb8c4d
Disorders of the Nervous System - Psychiatric,TBD,,,20210626,0,20210626,3000,posterhighlights3,Poster Highlights Room 3,Americas/Asia/Australia,Poster Highlights,5979cc7e-aeb4-11eb-941e-1e00b921e125,d9854d86cca911ebbba8
Brain Stimulation,TBD,,,20210626,0,20210626,3000,posterhighlights4,Poster Highlights Room 4,Americas/Asia/Australia,Poster Highlights,5979d386-aeb4-11eb-830b-1e00b921e125,d985a97acca911eb8f0d
Closing Session,TBA,,,20210626,10000,20210626,20000,mainauditorium,Main Auditorium,Americas/Asia/Australia,Announcements,597d178a-aeb4-11eb-8255-1e00b921e125,d98605b4cca911eb8e3a
The future of open tools/technologies (OSR LIVE panel),"Andre Maia Chagas, Lea Waller, Eilidh MacNicol, Christopher Madan",Oscar Esteban,,20210622,170000,20210622,173000,paneldiscussions,Panel Discussions,Africa/Americas/Europe,Panel Discussion,,
The future of open tools/technologies (OSR panel),"Andre Maia Chagas, Lea Waller, Eilidh MacNicol, Christopher Madan",Oscar Esteban,,20210624,10000,20210624,13000,paneldiscussions,Panel Discussions,Americas/Asia/Australia,Panel Discussion,,
Building a career in the age of open science (OSR LIVE panel),"Kirstie Whitaker, Vittorio Iacovella, Aki Nikoladis, Sal Kimmich",Russell A Poldrack,,20210622,173000,20210622,173000,paneldiscussions,Panel Discussions,Africa/Americas/Europe,Panel Discussion,,
Building a career in the age of open science (OSR panel),"Kirstie Whitaker, Vittorio Iacovella, Aki Nikoladis, Sal Kimmich",Russell A Poldrack,,20210624,10000,20210624,13000,paneldiscussions,Panel Discussions,Americas/Asia/Australia,Panel Discussion,,
Challenges in open science (OSR LIVE panel),"Olivia Guest, Mai-Lan Ho, Raghavendra Selvan, Danielle Kurtin",Aki Nikoladis,,20210621,170000,20210621,173000,paneldiscussions,Panel Discussions,Africa/Americas/Europe,Panel Discussion,,
Challenges in open science (OSR panel),"Olivia Guest, Mai-Lan Ho, Raghavendra Selvan, Danielle Kurtin",Aki Nikoladis,,20210623,10000,20210623,13000,paneldiscussions,Panel Discussions,Americas/Asia/Australia,Panel Discussion,,
Saving time and resources: open science and sustainability (OSR LIVE panel),"Dustin Moraczewski, Young J Woo, Winson Yang, Nikhil Bhagwat",Charlotte Rae,,20210621,173000,20210621,180000,paneldiscussions,Panel Discussions,Africa/Americas/Europe,Panel Discussion,,
Saving time and resources: open science and sustainability (OSR panel),"Dustin Moraczewski, Young J Woo, Winson Yang, Nikhil Bhagwat",Charlotte Rae,,20210623,13000,20210623,20000,paneldiscussions,Panel Discussions,Americas/Asia/Australia,Panel Discussion,,
Ensuring open science is accessible (OSR LIVE panel),"Stephen Klusza, Syreeta Nolan, Amanda Klinger, Alyssa Paparella",Stephanie Noble,,20210622,10000,20210621,20000,paneldiscussions,Panel Discussions,Americas/Asia/Australia,Panel Discussion,,
Ensuring open science is accessible (OSR panel),"Stephen Klusza, Syreeta Nolan, Amanda Klinger, Alyssa Paparella",Stephanie Noble,,20210623,170000,20210623,180000,paneldiscussions,Panel Discussions,Africa/Americas/Europe,Panel Discussion,,
OSSIG fellows roundup 1 (OSR educational),"Han Zhang, Stephan Heunis, Martina G Vilas, Marta Topor",Gabriel Gonzalez-Escamilla,,20210621,150000,20210621,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
OSSIG fellows roundup 1 (OSR educational),"Han Zhang, Stephan Heunis, Martina G Vilas, Marta Topor",Eva Alonso Ortiz,,20210623,230000,20210624,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
"Culture change towards more open, rigorous, and reproducible research (OSR educational)",Brian Nosek,,,20210621,150000,20210621,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
"Culture change towards more open, rigorous, and reproducible research (OSR educational)",Brian Nosek,,,20210623,230000,20210624,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
OSSIG fellows roundup 2 (OSR educational),"Sin Kim, Sidhant Chopra, Sina Mansour L, Jivesh Ramduny",Gabriel Gonzalez-Escamilla,,20210621,230000,20210623,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
OSSIG fellows roundup 2 (OSR educational),"Sin Kim, Sidhant Chopra, Sina Mansour L, Jivesh Ramduny",Eva Alonso Ortiz,,20210624,150000,20210624,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Building a user-driven database of open neuroscience projects (OSR educational),Matias Andina,,,20210621,230000,20210623,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
Building a user-driven database of open neuroscience projects (OSR educational),Matias Andina,,,20210624,150000,20210624,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Empowering early career researchers to become open science leaders: the OLS open science ambassador program (OSR educational),Stephen Klusza,,,20210622,150000,20210622,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Empowering early career researchers to become open science leaders: the OLS open science ambassador program (OSR educational),Stephen Klusza,,,20210624,230000,20210625,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
"ciftiTools is a package for reading, writing, visualizing and analyzing CIFTI and GIFTI files in R (OSR educational)",Amanda Mejia,,,20210622,230000,20210623,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
"ciftiTools is a package for reading, writing, visualizing and analyzing CIFTI and GIFTI files in R (OSR educational)",Amanda Mejia,,,20210625,150000,20210625,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Coinstac Vaults for federated machine learning (OSR educational),Eric Verner,,,20210622,230000,20210623,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
Coinstac Vaults for federated machine learning (OSR educational),Eric Verner,,,20210625,150000,20210625,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Failures in science and where to find them (OSR educational),Veronika Cheplygina,,,20210623,150000,20210623,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Failures in science and where to find them (OSR educational),Veronika Cheplygina,,,20210625,230000,20210626,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
Data analysis pipelines: soluations to common problems (OSR educational),Marijn van Vliet,,,20210623,150000,20210623,160000,opensciencesig,Educationals,Africa/Americas/Europe,Educational session,,
Data analysis pipelines: soluations to common problems (OSR educational),Marijn van Vliet,,,20210625,230000,20210626,0,opensciencesig,Educationals,Americas/Asia/Australia,Educational session,,
OSSIG social event,OSSIG team,,,20210625,200000,20210625,220000,opensciencesig,OSSIG Social,Americas/Asia/Australia,Open Science SIG social,,
BIDS town hall,Franklin Feingold,,,20210621,200000,20210621,210000,opensciencesig,BIDS Town Hall,Americas/Asia/Australia,BIDS Town Hall,,
